,Shift Start,Shift End,Hours,DoW,Date
647,2021-05-17 08:00:00,2021-05-17 19:00:00,11.0,Mon,2021-05-17
648,2021-05-18 08:00:00,2021-05-18 19:00:00,11.0,Tue,2021-05-18
649,2021-05-19 08:00:00,2021-05-19 18:00:00,10.0,Wed,2021-05-19
650,2021-05-20 08:00:00,2021-05-20 20:00:00,12.0,Thu,2021-05-20
651,2021-05-21 08:00:00,2021-05-21 18:00:00,10.0,Fri,2021-05-21
652,2021-05-23 17:30:00,2021-05-23 20:00:00,2.5,Sun,2021-05-23
653,2021-05-24 08:00:00,2021-05-24 19:00:00,11.0,Mon,2021-05-24
654,2021-05-25 08:00:00,2021-05-25 20:00:00,12.0,Tue,2021-05-25
655,2021-05-26 08:00:00,2021-05-26 19:30:00,11.5,Wed,2021-05-26
656,2021-05-27 08:00:00,2021-05-27 17:00:00,9.0,Thu,2021-05-27
657,2021-05-28 09:30:00,2021-05-28 18:00:00,8.5,Fri,2021-05-28
658,2021-05-31 08:00:00,2021-05-31 18:00:00,10.0,Mon,2021-05-31
659,2021-06-01 08:00:00,2021-06-01 18:00:00,10.0,Tue,2021-06-01
660,2021-06-02 08:00:00,2021-06-02 18:00:00,10.0,Wed,2021-06-02
661,2021-06-03 08:00:00,2021-06-03 18:30:00,10.5,Thu,2021-06-03
662,2021-06-04 08:00:00,2021-06-04 18:00:00,10.0,Fri,2021-06-04
663,2021-06-06 14:00:00,2021-06-06 16:30:00,2.5,Sun,2021-06-06
664,2021-06-07 08:00:00,2021-06-07 18:30:00,10.5,Mon,2021-06-07
665,2021-06-08 08:00:00,2021-06-08 18:00:00,10.0,Tue,2021-06-08
666,2021-06-09 08:00:00,2021-06-09 19:00:00,11.0,Wed,2021-06-09
667,2021-06-10 08:00:00,2021-06-10 21:00:00,13.0,Thu,2021-06-10
668,2021-06-11 08:00:00,2021-06-11 18:00:00,10.0,Fri,2021-06-11
669,2021-06-13 18:30:00,2021-06-13 21:30:00,3.0,Sun,2021-06-13
670,2021-06-14 08:00:00,2021-06-14 18:30:00,10.5,Mon,2021-06-14
671,2021-06-15 08:00:00,2021-06-15 18:30:00,10.5,Tue,2021-06-15
672,2021-06-16 08:00:00,2021-06-16 18:00:00,10.0,Wed,2021-06-16
673,2021-06-17 08:00:00,2021-06-17 18:00:00,10.0,Thu,2021-06-17
674,2021-06-18 08:00:00,2021-06-18 18:00:00,10.0,Fri,2021-06-18
675,2021-06-21 08:00:00,2021-06-21 19:30:00,11.5,Mon,2021-06-21
676,2021-06-22 08:00:00,2021-06-22 19:30:00,11.5,Tue,2021-06-22
677,2021-06-23 08:00:00,2021-06-23 19:30:00,11.5,Wed,2021-06-23
678,2021-06-24 08:00:00,2021-06-24 18:00:00,10.0,Thu,2021-06-24
679,2021-06-25 08:00:00,2021-06-25 18:00:00,10.0,Fri,2021-06-25
680,2021-06-28 08:00:00,2021-06-28 20:30:00,12.5,Mon,2021-06-28
681,2021-06-29 08:00:00,2021-06-29 18:00:00,10.0,Tue,2021-06-29
682,2021-06-30 08:00:00,2021-06-30 18:00:00,10.0,Wed,2021-06-30
683,2021-07-01 08:00:00,2021-07-01 19:30:00,11.5,Thu,2021-07-01
684,2021-07-02 08:00:00,2021-07-02 17:30:00,9.5,Fri,2021-07-02
685,2021-07-03 11:00:00,2021-07-03 12:30:00,1.5,Sat,2021-07-03
686,2021-07-06 08:00:00,2021-07-06 17:30:00,9.5,Tue,2021-07-06
687,2021-07-07 08:00:00,2021-07-07 20:30:00,12.5,Wed,2021-07-07
688,2021-07-08 08:00:00,2021-07-08 17:00:00,9.0,Thu,2021-07-08
689,2021-07-09 08:00:00,2021-07-09 17:30:00,9.5,Fri,2021-07-09
690,2021-07-12 08:00:00,2021-07-12 20:00:00,12.0,Mon,2021-07-12
691,2021-07-13 08:00:00,2021-07-13 18:00:00,10.0,Tue,2021-07-13
692,2021-07-14 08:00:00,2021-07-14 18:30:00,10.5,Wed,2021-07-14
693,2021-07-15 08:00:00,2021-07-15 21:00:00,13.0,Thu,2021-07-15
694,2021-07-16 08:00:00,2021-07-16 18:00:00,10.0,Fri,2021-07-16
695,2021-07-19 08:00:00,2021-07-19 20:00:00,12.0,Mon,2021-07-19
696,2021-07-20 09:00:00,2021-07-20 18:00:00,9.0,Tue,2021-07-20
697,2021-07-21 08:00:00,2021-07-21 18:00:00,10.0,Wed,2021-07-21
698,2021-07-22 08:00:00,2021-07-22 19:00:00,11.0,Thu,2021-07-22
699,2021-07-23 08:00:00,2021-07-23 18:00:00,10.0,Fri,2021-07-23
700,2021-07-26 08:00:00,2021-07-26 19:00:00,11.0,Mon,2021-07-26
701,2021-07-27 08:00:00,2021-07-27 20:00:00,12.0,Tue,2021-07-27
702,2021-07-28 08:00:00,2021-07-28 18:00:00,10.0,Wed,2021-07-28
703,2021-07-29 08:00:00,2021-07-29 18:00:00,10.0,Thu,2021-07-29
704,2021-07-30 08:00:00,2021-07-30 17:30:00,9.5,Fri,2021-07-30
705,2021-08-02 08:00:00,2021-08-02 19:00:00,11.0,Mon,2021-08-02
706,2021-08-03 08:00:00,2021-08-03 18:00:00,10.0,Tue,2021-08-03
707,2021-08-04 08:00:00,2021-08-04 17:30:00,9.5,Wed,2021-08-04
708,2021-08-05 08:00:00,2021-08-05 19:30:00,11.5,Thu,2021-08-05
709,2021-08-06 08:00:00,2021-08-06 18:00:00,10.0,Fri,2021-08-06
710,2021-08-07 17:00:00,2021-08-07 20:00:00,3.0,Sat,2021-08-07
711,2021-08-09 08:00:00,2021-08-09 18:30:00,10.5,Mon,2021-08-09
712,2021-08-10 08:00:00,2021-08-10 18:00:00,10.0,Tue,2021-08-10
713,2021-08-11 08:00:00,2021-08-11 18:00:00,10.0,Wed,2021-08-11
714,2021-08-12 08:00:00,2021-08-12 18:00:00,10.0,Thu,2021-08-12
715,2021-08-13 08:00:00,2021-08-13 18:00:00,10.0,Fri,2021-08-13
716,2021-08-16 08:00:00,2021-08-16 19:00:00,11.0,Mon,2021-08-16
717,2021-08-17 08:00:00,2021-08-17 19:30:00,11.5,Tue,2021-08-17
718,2021-08-18 08:00:00,2021-08-18 18:00:00,10.0,Wed,2021-08-18
719,2021-08-19 08:00:00,2021-08-19 18:00:00,10.0,Thu,2021-08-19
720,2021-08-20 08:00:00,2021-08-20 18:00:00,10.0,Fri,2021-08-20
721,2021-08-21 11:00:00,2021-08-21 13:30:00,2.5,Sat,2021-08-21
722,2021-08-23 08:00:00,2021-08-23 19:30:00,11.5,Mon,2021-08-23
723,2021-08-24 08:00:00,2021-08-24 19:30:00,11.5,Tue,2021-08-24
724,2021-08-25 08:00:00,2021-08-25 18:00:00,10.0,Wed,2021-08-25
725,2021-08-26 08:00:00,2021-08-26 18:00:00,10.0,Thu,2021-08-26
726,2021-08-27 08:00:00,2021-08-27 18:00:00,10.0,Fri,2021-08-27
727,2021-08-30 08:00:00,2021-08-30 19:30:00,11.5,Mon,2021-08-30
728,2021-08-31 08:00:00,2021-08-31 18:00:00,10.0,Tue,2021-08-31
729,2021-09-01 08:00:00,2021-09-01 21:00:00,13.0,Wed,2021-09-01
730,2021-09-02 08:00:00,2021-09-02 18:00:00,10.0,Thu,2021-09-02
731,2021-09-03 08:00:00,2021-09-03 18:00:00,10.0,Fri,2021-09-03
732,2021-09-04 13:30:00,2021-09-04 14:30:00,1.0,Sat,2021-09-04
733,2021-09-06 08:00:00,2021-09-06 16:00:00,8.0,Mon,2021-09-06
734,2021-09-07 08:00:00,2021-09-07 18:00:00,10.0,Tue,2021-09-07
735,2021-09-08 08:00:00,2021-09-08 20:30:00,12.5,Wed,2021-09-08
736,2021-09-09 08:00:00,2021-09-09 18:00:00,10.0,Thu,2021-09-09
737,2021-09-10 08:00:00,2021-09-10 17:30:00,9.5,Fri,2021-09-10
738,2021-09-12 18:00:00,2021-09-12 20:00:00,2.0,Sun,2021-09-12
739,2021-09-13 08:00:00,2021-09-13 18:00:00,10.0,Mon,2021-09-13
740,2021-09-14 08:00:00,2021-09-14 20:00:00,12.0,Tue,2021-09-14
741,2021-09-15 08:00:00,2021-09-15 19:30:00,11.5,Wed,2021-09-15
742,2021-09-16 08:00:00,2021-09-16 18:00:00,10.0,Thu,2021-09-16
743,2021-09-17 08:00:00,2021-09-17 19:00:00,11.0,Fri,2021-09-17
744,2021-09-20 08:00:00,2021-09-20 19:30:00,11.5,Mon,2021-09-20
745,2021-09-21 08:00:00,2021-09-21 17:30:00,9.5,Tue,2021-09-21
746,2021-09-22 08:00:00,2021-09-22 20:00:00,12.0,Wed,2021-09-22
747,2021-09-23 08:00:00,2021-09-23 18:00:00,10.0,Thu,2021-09-23
748,2021-09-24 08:00:00,2021-09-24 22:00:00,14.0,Fri,2021-09-24
749,2021-09-27 08:00:00,2021-09-27 18:30:00,10.5,Mon,2021-09-27
750,2021-09-28 08:00:00,2021-09-28 18:00:00,10.0,Tue,2021-09-28
751,2021-09-29 08:00:00,2021-09-29 18:30:00,10.5,Wed,2021-09-29
752,2021-09-30 08:00:00,2021-09-30 19:00:00,11.0,Thu,2021-09-30
753,2021-10-01 08:00:00,2021-10-01 18:00:00,10.0,Fri,2021-10-01
754,2021-10-03 10:30:00,2021-10-03 14:00:00,3.5,Sun,2021-10-03
755,2021-10-04 08:00:00,2021-10-04 19:00:00,11.0,Mon,2021-10-04
756,2021-10-05 08:00:00,2021-10-05 19:00:00,11.0,Tue,2021-10-05
757,2021-10-06 08:00:00,2021-10-06 19:30:00,11.5,Wed,2021-10-06
758,2021-10-07 08:00:00,2021-10-07 18:00:00,10.0,Thu,2021-10-07
759,2021-10-08 08:00:00,2021-10-08 18:30:00,10.5,Fri,2021-10-08
760,2021-10-11 08:00:00,2021-10-11 18:00:00,10.0,Mon,2021-10-11
761,2021-10-12 08:00:00,2021-10-12 18:00:00,10.0,Tue,2021-10-12
762,2021-10-13 08:00:00,2021-10-13 17:30:00,9.5,Wed,2021-10-13
763,2021-10-14 08:00:00,2021-10-14 18:00:00,10.0,Thu,2021-10-14
764,2021-10-15 08:00:00,2021-10-15 18:00:00,10.0,Fri,2021-10-15
765,2021-10-16 09:30:00,2021-10-16 15:00:00,5.5,Sat,2021-10-16
766,2021-10-18 08:00:00,2021-10-18 21:30:00,13.5,Mon,2021-10-18
767,2021-10-19 08:00:00,2021-10-19 18:00:00,10.0,Tue,2021-10-19
768,2021-10-20 08:00:00,2021-10-20 18:00:00,10.0,Wed,2021-10-20
769,2021-10-21 08:00:00,2021-10-21 18:00:00,10.0,Thu,2021-10-21
770,2021-10-22 08:00:00,2021-10-22 16:00:00,8.0,Fri,2021-10-22
771,2021-10-23 15:00:00,2021-10-23 16:00:00,1.0,Sat,2021-10-23
772,2021-10-25 08:00:00,2021-10-25 18:00:00,10.0,Mon,2021-10-25
773,2021-10-26 08:00:00,2021-10-26 18:00:00,10.0,Tue,2021-10-26
774,2021-10-27 08:00:00,2021-10-27 19:00:00,11.0,Wed,2021-10-27
775,2021-10-28 08:00:00,2021-10-28 19:00:00,11.0,Thu,2021-10-28
776,2021-10-29 08:00:00,2021-10-29 18:00:00,10.0,Fri,2021-10-29
777,2021-10-30 19:00:00,2021-10-30 21:30:00,2.5,Sat,2021-10-30
778,2021-11-01 08:00:00,2021-11-01 20:00:00,12.0,Mon,2021-11-01
779,2021-11-02 08:00:00,2021-11-02 19:00:00,11.0,Tue,2021-11-02
780,2021-11-03 08:00:00,2021-11-03 18:00:00,10.0,Wed,2021-11-03
781,2021-11-04 08:00:00,2021-11-04 17:30:00,9.5,Thu,2021-11-04
782,2021-11-05 08:00:00,2021-11-05 18:30:00,10.5,Fri,2021-11-05
783,2021-11-06 19:45:00,2021-11-06 21:15:00,1.5,Sat,2021-11-06
784,2021-11-08 08:00:00,2021-11-08 19:30:00,11.5,Mon,2021-11-08
785,2021-11-09 08:00:00,2021-11-09 18:00:00,10.0,Tue,2021-11-09
786,2021-11-10 08:00:00,2021-11-10 18:30:00,10.5,Wed,2021-11-10
787,2021-11-11 08:00:00,2021-11-11 18:00:00,10.0,Thu,2021-11-11
788,2021-11-12 08:00:00,2021-11-12 18:00:00,10.0,Fri,2021-11-12
789,2021-11-15 08:00:00,2021-11-15 18:00:00,10.0,Mon,2021-11-15
790,2021-11-16 08:00:00,2021-11-16 18:00:00,10.0,Tue,2021-11-16
791,2021-11-17 08:00:00,2021-11-17 18:00:00,10.0,Wed,2021-11-17
792,2021-11-18 08:00:00,2021-11-18 18:00:00,10.0,Thu,2021-11-18
793,2021-11-19 08:00:00,2021-11-19 18:30:00,10.5,Fri,2021-11-19
794,2021-11-29 08:00:00,2021-11-29 21:00:00,13.0,Mon,2021-11-29
795,2021-11-30 08:00:00,2021-11-30 20:00:00,12.0,Tue,2021-11-30
796,2021-12-01 08:00:00,2021-12-01 20:30:00,12.5,Wed,2021-12-01
797,2021-12-02 08:00:00,2021-12-02 17:00:00,9.0,Thu,2021-12-02
798,2021-12-03 08:00:00,2021-12-03 18:00:00,10.0,Fri,2021-12-03
799,2021-12-06 08:00:00,2021-12-06 21:30:00,13.5,Mon,2021-12-06
800,2021-12-07 08:00:00,2021-12-07 19:00:00,11.0,Tue,2021-12-07
801,2021-12-08 08:00:00,2021-12-08 18:00:00,10.0,Wed,2021-12-08
802,2021-12-09 08:00:00,2021-12-09 17:30:00,9.5,Thu,2021-12-09
803,2021-12-10 08:00:00,2021-12-10 18:00:00,10.0,Fri,2021-12-10
804,2021-12-13 08:00:00,2021-12-13 20:00:00,12.0,Mon,2021-12-13
805,2021-12-14 08:00:00,2021-12-14 18:00:00,10.0,Tue,2021-12-14
806,2021-12-15 08:00:00,2021-12-15 19:00:00,11.0,Wed,2021-12-15
807,2021-12-16 08:00:00,2021-12-16 17:30:00,9.5,Thu,2021-12-16
808,2021-12-17 08:00:00,2021-12-17 17:00:00,9.0,Fri,2021-12-17
809,2021-12-18 15:30:00,2021-12-18 20:30:00,5.0,Sat,2021-12-18
810,2021-12-20 08:00:00,2021-12-20 19:00:00,11.0,Mon,2021-12-20
811,2021-12-21 08:00:00,2021-12-21 18:00:00,10.0,Tue,2021-12-21
812,2021-12-22 08:00:00,2021-12-22 20:00:00,12.0,Wed,2021-12-22
813,2021-12-23 08:00:00,2021-12-23 17:30:00,9.5,Thu,2021-12-23
814,2021-12-27 08:00:00,2021-12-27 20:00:00,12.0,Mon,2021-12-27
815,2021-12-28 08:00:00,2021-12-28 18:30:00,10.5,Tue,2021-12-28
816,2021-12-29 08:00:00,2021-12-29 18:30:00,10.5,Wed,2021-12-29
817,2021-12-30 19:00:00,2021-12-30 20:00:00,1.0,Thu,2021-12-30
818,2022-01-03 08:00:00,2022-01-03 19:00:00,11.0,Mon,2022-01-03
819,2022-01-04 08:00:00,2022-01-04 19:00:00,11.0,Tue,2022-01-04
820,2022-01-05 08:00:00,2022-01-05 17:00:00,9.0,Wed,2022-01-05
821,2022-01-06 08:00:00,2022-01-06 20:00:00,12.0,Thu,2022-01-06
822,2022-01-07 08:00:00,2022-01-07 17:00:00,9.0,Fri,2022-01-07
823,2022-01-08 11:00:00,2022-01-08 15:00:00,4.0,Sat,2022-01-08
824,2022-01-10 08:00:00,2022-01-10 18:00:00,10.0,Mon,2022-01-10
825,2022-01-11 08:00:00,2022-01-11 17:30:00,9.5,Tue,2022-01-11
826,2022-01-12 08:00:00,2022-01-12 21:00:00,13.0,Wed,2022-01-12
827,2022-01-13 08:00:00,2022-01-13 18:00:00,10.0,Thu,2022-01-13
828,2022-01-14 08:00:00,2022-01-14 17:30:00,9.5,Fri,2022-01-14
829,2022-01-17 08:00:00,2022-01-17 19:00:00,11.0,Mon,2022-01-17
830,2022-01-18 08:00:00,2022-01-18 19:30:00,11.5,Tue,2022-01-18
831,2022-01-19 08:00:00,2022-01-19 18:30:00,10.5,Wed,2022-01-19
832,2022-01-20 08:00:00,2022-01-20 20:00:00,12.0,Thu,2022-01-20
833,2022-01-21 08:00:00,2022-01-21 18:00:00,10.0,Fri,2022-01-21
834,2022-01-24 08:00:00,2022-01-24 17:30:00,9.5,Mon,2022-01-24
835,2022-01-25 09:00:00,2022-01-25 20:30:00,11.5,Tue,2022-01-25
836,2022-01-26 08:00:00,2022-01-26 22:00:00,14.0,Wed,2022-01-26
837,2022-01-27 08:00:00,2022-01-27 18:00:00,10.0,Thu,2022-01-27
838,2022-01-28 08:00:00,2022-01-28 18:00:00,10.0,Fri,2022-01-28
839,2022-01-31 08:00:00,2022-01-31 20:00:00,12.0,Mon,2022-01-31
840,2022-02-01 08:00:00,2022-02-01 19:30:00,11.5,Tue,2022-02-01
841,2022-02-02 08:00:00,2022-02-02 18:30:00,10.5,Wed,2022-02-02
842,2022-02-03 08:00:00,2022-02-03 18:00:00,10.0,Thu,2022-02-03
843,2022-02-04 08:00:00,2022-02-04 18:00:00,10.0,Fri,2022-02-04
844,2022-02-05 08:00:00,2022-02-05 13:00:00,5.0,Sat,2022-02-05
845,2022-02-07 08:00:00,2022-02-07 18:00:00,10.0,Mon,2022-02-07
846,2022-02-08 08:00:00,2022-02-08 19:00:00,11.0,Tue,2022-02-08
847,2022-02-09 08:00:00,2022-02-09 18:00:00,10.0,Wed,2022-02-09
848,2022-02-10 08:00:00,2022-02-10 19:30:00,11.5,Thu,2022-02-10
849,2022-02-11 08:00:00,2022-02-11 18:00:00,10.0,Fri,2022-02-11
850,2022-02-12 09:30:00,2022-02-12 12:00:00,2.5,Sat,2022-02-12
851,2022-02-14 08:00:00,2022-02-14 18:00:00,10.0,Mon,2022-02-14
852,2022-02-15 08:00:00,2022-02-15 20:00:00,12.0,Tue,2022-02-15
853,2022-02-16 08:00:00,2022-02-16 18:00:00,10.0,Wed,2022-02-16
854,2022-02-17 08:00:00,2022-02-17 18:00:00,10.0,Thu,2022-02-17
855,2022-02-18 08:00:00,2022-02-18 18:30:00,10.5,Fri,2022-02-18
856,2022-02-19 09:00:00,2022-02-19 15:30:00,6.5,Sat,2022-02-19
857,2022-02-21 08:00:00,2022-02-21 17:30:00,9.5,Mon,2022-02-21
858,2022-02-22 08:00:00,2022-02-22 18:00:00,10.0,Tue,2022-02-22
859,2022-02-23 08:00:00,2022-02-23 21:00:00,13.0,Wed,2022-02-23
860,2022-02-24 08:00:00,2022-02-24 21:30:00,13.5,Thu,2022-02-24
861,2022-02-25 08:00:00,2022-02-25 17:00:00,9.0,Fri,2022-02-25
862,2022-02-28 08:00:00,2022-02-28 18:00:00,10.0,Mon,2022-02-28
863,2022-03-01 08:00:00,2022-03-01 20:00:00,12.0,Tue,2022-03-01
864,2022-03-02 08:00:00,2022-03-02 17:30:00,9.5,Wed,2022-03-02
865,2022-03-03 08:00:00,2022-03-03 19:00:00,11.0,Thu,2022-03-03
866,2022-03-07 19:30:00,2022-03-07 22:00:00,2.5,Mon,2022-03-07
867,2022-03-08 08:00:00,2022-03-08 18:00:00,10.0,Tue,2022-03-08
868,2022-03-09 08:00:00,2022-03-09 18:30:00,10.5,Wed,2022-03-09
869,2022-03-10 08:00:00,2022-03-10 18:00:00,10.0,Thu,2022-03-10
870,2022-03-11 08:00:00,2022-03-11 18:00:00,10.0,Fri,2022-03-11
871,2022-03-12 17:30:00,2022-03-12 21:00:00,3.5,Sat,2022-03-12
872,2022-03-14 08:00:00,2022-03-14 20:30:00,12.5,Mon,2022-03-14
873,2022-03-15 08:00:00,2022-03-15 19:30:00,11.5,Tue,2022-03-15
874,2022-03-16 08:00:00,2022-03-16 18:00:00,10.0,Wed,2022-03-16
875,2022-03-17 08:00:00,2022-03-17 17:30:00,9.5,Thu,2022-03-17
876,2022-03-18 08:00:00,2022-03-18 18:00:00,10.0,Fri,2022-03-18
877,2022-03-19 15:00:00,2022-03-19 16:30:00,1.5,Sat,2022-03-19
878,2022-03-21 08:00:00,2022-03-21 18:00:00,10.0,Mon,2022-03-21
879,2022-03-22 08:00:00,2022-03-22 20:00:00,12.0,Tue,2022-03-22
880,2022-03-23 08:00:00,2022-03-23 19:00:00,11.0,Wed,2022-03-23
881,2022-03-24 08:00:00,2022-03-24 18:00:00,10.0,Thu,2022-03-24
882,2022-03-25 08:00:00,2022-03-25 18:00:00,10.0,Fri,2022-03-25
883,2022-03-26 19:00:00,2022-03-26 20:00:00,1.0,Sat,2022-03-26
884,2022-03-28 08:00:00,2022-03-28 20:30:00,12.5,Mon,2022-03-28
885,2022-03-29 08:00:00,2022-03-29 21:30:00,13.5,Tue,2022-03-29
886,2022-03-30 08:00:00,2022-03-30 18:00:00,10.0,Wed,2022-03-30
887,2022-03-31 08:00:00,2022-03-31 20:00:00,12.0,Thu,2022-03-31
888,2022-04-01 08:00:00,2022-04-01 18:00:00,10.0,Fri,2022-04-01
889,2022-04-03 16:00:00,2022-04-03 17:00:00,1.0,Sun,2022-04-03
890,2022-04-04 08:00:00,2022-04-04 18:00:00,10.0,Mon,2022-04-04
891,2022-04-05 08:00:00,2022-04-05 20:30:00,12.5,Tue,2022-04-05
892,2022-04-06 08:00:00,2022-04-06 19:00:00,11.0,Wed,2022-04-06
893,2022-04-07 08:00:00,2022-04-07 17:30:00,9.5,Thu,2022-04-07
894,2022-04-08 08:00:00,2022-04-08 18:00:00,10.0,Fri,2022-04-08
895,2022-04-11 08:00:00,2022-04-11 18:30:00,10.5,Mon,2022-04-11
896,2022-04-12 08:00:00,2022-04-12 18:00:00,10.0,Tue,2022-04-12
897,2022-04-13 08:00:00,2022-04-13 19:30:00,11.5,Wed,2022-04-13
898,2022-04-14 08:00:00,2022-04-14 18:00:00,10.0,Thu,2022-04-14
899,2022-04-15 08:00:00,2022-04-15 18:00:00,10.0,Fri,2022-04-15
900,2022-04-18 08:00:00,2022-04-18 20:30:00,12.5,Mon,2022-04-18
901,2022-04-19 08:00:00,2022-04-19 17:30:00,9.5,Tue,2022-04-19
902,2022-04-20 08:00:00,2022-04-20 18:30:00,10.5,Wed,2022-04-20
903,2022-04-21 08:00:00,2022-04-21 20:30:00,12.5,Thu,2022-04-21
904,2022-04-22 08:00:00,2022-04-22 19:00:00,11.0,Fri,2022-04-22
905,2022-04-25 08:00:00,2022-04-25 19:00:00,11.0,Mon,2022-04-25
906,2022-04-26 08:00:00,2022-04-26 19:30:00,11.5,Tue,2022-04-26
907,2022-04-27 08:00:00,2022-04-27 18:30:00,10.5,Wed,2022-04-27
908,2022-04-28 08:00:00,2022-04-28 19:30:00,11.5,Thu,2022-04-28
909,2022-04-29 08:00:00,2022-04-29 17:30:00,9.5,Fri,2022-04-29
910,2022-05-01 18:00:00,2022-05-01 19:30:00,1.5,Sun,2022-05-01
911,2022-05-02 08:00:00,2022-05-02 18:00:00,10.0,Mon,2022-05-02
912,2022-05-03 08:00:00,2022-05-03 18:00:00,10.0,Tue,2022-05-03
913,2022-05-04 08:00:00,2022-05-04 20:30:00,12.5,Wed,2022-05-04
914,2022-05-05 08:00:00,2022-05-05 21:00:00,13.0,Thu,2022-05-05
915,2022-05-06 08:00:00,2022-05-06 19:30:00,11.5,Fri,2022-05-06
916,2022-05-07 18:00:00,2022-05-07 21:00:00,3.0,Sat,2022-05-07
917,2022-05-09 08:00:00,2022-05-09 18:30:00,10.5,Mon,2022-05-09
918,2022-05-10 08:00:00,2022-05-10 20:30:00,12.5,Tue,2022-05-10
919,2022-05-11 08:00:00,2022-05-11 18:00:00,10.0,Wed,2022-05-11
920,2022-05-12 08:00:00,2022-05-12 19:00:00,11.0,Thu,2022-05-12
921,2022-05-13 08:00:00,2022-05-13 18:00:00,10.0,Fri,2022-05-13
922,2022-05-16 08:00:00,2022-05-16 20:00:00,12.0,Mon,2022-05-16
923,2022-05-17 08:00:00,2022-05-17 18:30:00,10.5,Tue,2022-05-17
924,2022-05-18 08:00:00,2022-05-18 19:30:00,11.5,Wed,2022-05-18
925,2022-05-19 08:00:00,2022-05-19 19:00:00,11.0,Thu,2022-05-19
926,2022-05-20 08:00:00,2022-05-20 18:00:00,10.0,Fri,2022-05-20
927,2022-05-22 16:30:00,2022-05-22 17:00:00,0.5,Sun,2022-05-22
928,2022-05-23 08:00:00,2022-05-23 20:30:00,12.5,Mon,2022-05-23
929,2022-05-24 08:00:00,2022-05-24 21:00:00,13.0,Tue,2022-05-24
930,2022-05-25 08:00:00,2022-05-25 19:00:00,11.0,Wed,2022-05-25
931,2022-05-26 08:00:00,2022-05-26 18:00:00,10.0,Thu,2022-05-26
932,2022-05-27 08:00:00,2022-05-27 18:00:00,10.0,Fri,2022-05-27
933,2022-05-30 08:00:00,2022-05-30 19:30:00,11.5,Mon,2022-05-30
934,2022-05-31 08:00:00,2022-05-31 18:00:00,10.0,Tue,2022-05-31
935,2022-06-01 08:00:00,2022-06-01 17:30:00,9.5,Wed,2022-06-01
936,2022-06-02 08:00:00,2022-06-02 21:30:00,13.5,Thu,2022-06-02
937,2022-06-03 08:00:00,2022-06-03 18:00:00,10.0,Fri,2022-06-03
938,2022-06-04 09:30:00,2022-06-04 15:00:00,5.5,Sat,2022-06-04
939,2022-06-06 08:00:00,2022-06-06 18:30:00,10.5,Mon,2022-06-06
940,2022-06-07 08:00:00,2022-06-07 19:00:00,11.0,Tue,2022-06-07
941,2022-06-08 08:00:00,2022-06-08 18:00:00,10.0,Wed,2022-06-08
942,2022-06-09 08:00:00,2022-06-09 19:30:00,11.5,Thu,2022-06-09
943,2022-06-10 08:00:00,2022-06-10 21:00:00,13.0,Fri,2022-06-10
944,2022-06-11 16:00:00,2022-06-11 18:30:00,2.5,Sat,2022-06-11
945,2022-06-13 08:00:00,2022-06-13 20:00:00,12.0,Mon,2022-06-13
946,2022-06-14 08:00:00,2022-06-14 18:00:00,10.0,Tue,2022-06-14
947,2022-06-15 08:00:00,2022-06-15 18:00:00,10.0,Wed,2022-06-15
948,2022-06-16 08:00:00,2022-06-16 18:00:00,10.0,Thu,2022-06-16
949,2022-06-20 08:00:00,2022-06-20 21:30:00,13.5,Mon,2022-06-20
950,2022-06-21 08:00:00,2022-06-21 22:30:00,14.5,Tue,2022-06-21
951,2022-06-22 08:00:00,2022-06-22 21:00:00,13.0,Wed,2022-06-22
952,2022-06-23 08:00:00,2022-06-23 21:00:00,13.0,Thu,2022-06-23
953,2022-06-24 08:00:00,2022-06-24 18:00:00,10.0,Fri,2022-06-24
954,2022-06-25 12:30:00,2022-06-25 13:30:00,1.0,Sat,2022-06-25
955,2022-06-27 08:00:00,2022-06-27 20:00:00,12.0,Mon,2022-06-27
956,2022-06-28 08:00:00,2022-06-28 18:00:00,10.0,Tue,2022-06-28
957,2022-06-29 08:00:00,2022-06-29 20:30:00,12.5,Wed,2022-06-29
958,2022-06-30 08:00:00,2022-06-30 18:00:00,10.0,Thu,2022-06-30
959,2022-06-30 08:00:00,2022-06-30 18:00:00,10.0,Thu,2022-06-30
960,2022-07-01 08:00:00,2022-07-01 20:30:00,12.5,Fri,2022-07-01
961,2022-07-02 09:00:00,2022-07-02 16:00:00,7.0,Sat,2022-07-02
962,2022-07-04 09:00:00,2022-07-04 12:30:00,3.5,Mon,2022-07-04
963,2022-07-05 08:00:00,2022-07-05 18:00:00,10.0,Tue,2022-07-05
964,2022-07-06 08:00:00,2022-07-06 17:30:00,9.5,Wed,2022-07-06
965,2022-07-07 08:00:00,2022-07-07 18:00:00,10.0,Thu,2022-07-07
966,2022-07-08 08:00:00,2022-07-08 18:00:00,10.0,Fri,2022-07-08
967,2022-07-11 08:00:00,2022-07-11 19:00:00,11.0,Mon,2022-07-11
968,2022-07-12 08:00:00,2022-07-12 19:00:00,11.0,Tue,2022-07-12
969,2022-07-13 08:00:00,2022-07-13 17:30:00,9.5,Wed,2022-07-13
970,2022-07-14 08:00:00,2022-07-14 17:30:00,9.5,Thu,2022-07-14
971,2022-07-15 08:00:00,2022-07-15 18:00:00,10.0,Fri,2022-07-15
